Item ,Sim-Plaqueta,Não-Plaqueta,TOMBO,DESCRIÇÃO,Nº DE SÉRIE,UNIDADE ADMINISTRATIVA,DEPARTAMENTO,SALA,LOCALIZADO,Estado de Conservação,,,,Classificação,,,,,
12265,X,,43938,CPU/ITAUTEC/INFOWAY ST-4272,40059490,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
12598,,X,49302,CPU/LENOVO/,153484HUPPEAN973  ,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
13241,X,,26404,ESTACAO DE TRABALHO//,000000,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
15321,X,,629,GAVETEIRO EM MADEIRA//,000000,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
16110,X,,46671,GPS GARMIN NUVI 1300/GARMIN/NUVI 1300,000000,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
16111,X,,46678,GPS GARMIN NUVI 1300/GARMIN/NUVI 1300,000000,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
17978,X,,604,"MESA EM ""L""//",000000,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,,X,,X,,,,,
19428,X,,50085,MONITOR DE VIDEO - LCD - LED 20 POLEGADAS PRETO/LG/E2011P,309SPDT2E266,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
20015,X,,44300,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001976,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
22161,X,,52502,NOBREAK NET 4+ 1400BI 115 EXPERT/SMS/USM NET+,272880026854,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
25138,,X,8814,RADIO TRANSCEPTOR MOVEL/MOTOROLA/EP-450,018NJS02SG,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,,,X,,X,,,,X
25139,,X,8857,RADIO TRANSCEPTOR MOVEL/MOTOROLA/EP-450,018NJS00NS,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,,,X,,X,,,,X
25405,X,,14988,RADIO TRANSCEPTOR/MOTOROLA/PRO 5150,672NFC00SQ,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
1130,X,,47063,AR CONDICIONADO 12.000 BTUS (EVAPORADORA)ELETROLUX/ELETROLUX/SPLIT 12.000 BTUS,302AZPU85712,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
6137,X,,889,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
8818,X,,45751,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
8830,X,,46064,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
12599,X,,49304,CPU/LENOVO/,153484HUPPEPK993  ,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
12601,X,,49307,CPU/LENOVO/,153484HUPPEAP026  ,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
15323,X,,686,GAVETEIRO EM MADEIRA//,000000,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
17977,X,,603,"MESA EM ""L""//",000000,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
21068,X,,49423,MONITOR/LENOVO/,VB22866,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
21075,X,,49433,MONITOR/LENOVO/,VB20269,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
25921,X,,50983,SCANNER FUJITSU MOD. F1-6110/FUJITSU/F1-6110,511645,ALTA FLORESTA- DELEGACIA DE POLICIA CIVIL,TCO,,,,X,,,X,,,,,
1661,X,,40735,"ARMARIO ALTO,02 PORTAS,MED.900X1600X500MM/ARTILINE/",000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
2690,X,,40733,ARMARIO/ARTILINE/,000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
2691,X,,40734,ARMARIO/ARTILINE/,000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
5946,,X,45671,"CADEIRA ESTOFADA FIXA,TIPO SECRETARIA,COR AZUL//",000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
7737,,X,23879,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
8314,X,,61657,CADEIRA GIRATORIA ESPALDAR MEDIO C/BRACO//,000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
9119,X,,41011,CADEIRA GIRATORIA/FLEXFORM/,000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
9120,X,,41028,CADEIRA GIRATORIA/FLEXFORM/,000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
10722,X,,45665,COFRE COM SEGREDO E TRES GAVETAS//,000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
13242,X,,26217,ESTACAO DE TRABALHO//,000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,,X,,X,,,,,
15862,X,,39334,GAVETEIRO/ARTILINE/,000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
16752,X,,37120,IMPRESSORA P/COMPUTADOR/HP/P4015N,BRDY935313,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
16872,X,,23411,IMPRESSORA P/COMPUTADOR/LEXMARK/X260DN,72L7HKW,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
19028,X,,39072,MESA/ARTILINE/,000000,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
20021,X,,43797,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001376,ALVORADA D'OESTE- UNISP,ADMINISTRAÇÃO,,,,X,,,X,,,,,
1315,X,,57465,AR CONDICIONADO SPLIT INVERTER 18.000 BTUS-C.1416B18754423/E.1716/CARRIER/SPLIT,00000.,ALVORADA D'OESTE- UNISP,AJOLAMENTO FEMININO,,,,X,,,X,,,,,
4351,X,,60459,"BELICHE EM ACO C/COLCHAO D-33 - EM METAL TUBULAR 50X30, C/ DIAM. /FENIX/",000000,ALVORADA D'OESTE- UNISP,AJOLAMENTO FEMININO,,,,X,,,X,,,,,
4352,X,,60460,"BELICHE EM ACO C/COLCHAO D-33 - EM METAL TUBULAR 50X30, C/ DIAM. /FENIX/",000000,ALVORADA D'OESTE- UNISP,AJOLAMENTO FEMININO,,,,X,,,X,,,,,
4368,X,,58300,BELICHE EM ACO C/COLCHAO D33/FENIX/,000000,ALVORADA D'OESTE- UNISP,AJOLAMENTO FEMININO,,,,X,,,X,,,,,
4369,X,,58327,BELICHE EM ACO C/COLCHAO D33/FENIX/,000000,ALVORADA D'OESTE- UNISP,AJOLAMENTO FEMININO,,,,X,,,X,,,,,
4370,X,,58328,BELICHE EM ACO C/COLCHAO D33/FENIX/,000000,ALVORADA D'OESTE- UNISP,AJOLAMENTO FEMININO,,,,X,,,X,,,,,
1378,X,,59276,"AR CONDICIONADO SPLIT, INVERTER, 22000 BTUS C/ GAS ECOLOGICO./ELECTROLUX/SPLIT",E-64200194/C-64400,ALVORADA D'OESTE- UNISP,ALOJAMENTO MASCULINO,,,,X,,,X,,,,,
2506,X,,58205,ARMARIO MULTIUSO COM DUAS PORTAS.//,000000,ALVORADA D'OESTE- UNISP,ALOJAMENTO MASCULINO,,,,X,,,X,,,,,
2507,X,,58206,ARMARIO MULTIUSO COM DUAS PORTAS.//,000000,ALVORADA D'OESTE- UNISP,ALOJAMENTO MASCULINO,,,,X,,,X,,,,,
4346,X,,60454,"BELICHE EM ACO C/COLCHAO D-33 - EM METAL TUBULAR 50X30, C/ DIAM. /FENIX/",000000,ALVORADA D'OESTE- UNISP,ALOJAMENTO MASCULINO,,,,X,,,X,,,,,
4347,X,,60455,"BELICHE EM ACO C/COLCHAO D-33 - EM METAL TUBULAR 50X30, C/ DIAM. /FENIX/",000000,ALVORADA D'OESTE- UNISP,ALOJAMENTO MASCULINO,,,,X,,,X,,,,,
4348,X,,60456,"BELICHE EM ACO C/COLCHAO D-33 - EM METAL TUBULAR 50X30, C/ DIAM. /FENIX/",000000,ALVORADA D'OESTE- UNISP,ALOJAMENTO MASCULINO,,,,X,,,X,,,,,
4349,X,,60457,"BELICHE EM ACO C/COLCHAO D-33 - EM METAL TUBULAR 50X30, C/ DIAM. /FENIX/",000000,ALVORADA D'OESTE- UNISP,ALOJAMENTO MASCULINO,,,,X,,,X,,,,,
4350,X,,60458,"BELICHE EM ACO C/COLCHAO D-33 - EM METAL TUBULAR 50X30, C/ DIAM. /FENIX/",000000,ALVORADA D'OESTE- UNISP,ALOJAMENTO MASCULINO,,,,X,,,X,,,,,
1497,X,,60948,ARMARIO ALTO TAMPO SUPERIOR/FORTLINE/F78067,000000,ALVORADA D'OESTE- UNISP,ARQUIVO DO CARTÓRIO,,,,X,,,X,,,,,
1498,X,,60950,ARMARIO ALTO TAMPO SUPERIOR/FORTLINE/F78067,000000,ALVORADA D'OESTE- UNISP,ARQUIVO DO CARTÓRIO,,,,X,,,X,,,,,
1863,X,,61004,"ARMARIO BAIXO, TAMPO SUPERIOR/FORTLINE/F78027E",000000,ALVORADA D'OESTE- UNISP,ARQUIVO DO CARTÓRIO,,,,X,,,X,,,,,
3528,X,,60757,"ARQUIVO DE ACO C/04 GAVETAS P/PASTAS SUSPENSAS,COM CHAVE. MED.1,3//",000000,ALVORADA D'OESTE- UNISP,ARQUIVO DO CARTÓRIO,,,,X,,,X,,,,,
3530,X,,60762,"ARQUIVO DE ACO C/04 GAVETAS P/PASTAS SUSPENSAS,COM CHAVE. MED.1,3//",000000,ALVORADA D'OESTE- UNISP,ARQUIVO DO CARTÓRIO,,,,X,,,X,,,,,
3798,X,,45675,ARQUIVO EM ACO C/4 GAVETAS/W3/,000000,ALVORADA D'OESTE- UNISP,ARQUIVO DO CARTÓRIO,,,,X,,,X,,,,,
8315,X,,61658,CADEIRA GIRATORIA ESPALDAR MEDIO C/BRACO//,000000,ALVORADA D'OESTE- UNISP,ARQUIVO DO CARTÓRIO,,,,X,,,X,,,,,
15763,X,,60806,GAVETEIRO VOLANTE/FORTLINE/F79013,000000,ALVORADA D'OESTE- UNISP,ARQUIVO DO CARTÓRIO,,,,X,,,X,,,,,
9,X,,59781,AMARIO ALTO DIMENSOES 800X500X1600MM NA COR CARVALHO AVELA AMADEI/FORTLINE/,000000,ALVORADA D'OESTE- UNISP,BOMBEIRO,,,,X,,,X,,,,,
1191,X,,61634,AR CONDICIONADO SPLIT 12.000 BTUS INVERTER/ELGIN/SPLIT 12.000 BTUS,EV03471363/C03472,ALVORADA D'OESTE- UNISP,BOMBEIRO,,,,X,,,X,,,,,
1861,X,,61002,"ARMARIO BAIXO, TAMPO SUPERIOR/FORTLINE/F78027E",000000,ALVORADA D'OESTE- UNISP,BOMBEIRO,,,,X,,,X,,,,,
3529,X,,60759,"ARQUIVO DE ACO C/04 GAVETAS P/PASTAS SUSPENSAS,COM CHAVE. MED.1,3//",000000,ALVORADA D'OESTE- UNISP,BOMBEIRO,,,,X,,,X,,,,,
7493,X,,61826,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,BOMBEIRO,,,,X,,,X,,,,,
7494,X,,61827,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,BOMBEIRO,,,,X,,,X,,,,,
15757,X,,60800,GAVETEIRO VOLANTE/FORTLINE/F79013,000000,ALVORADA D'OESTE- UNISP,BOMBEIRO,,,,X,,,X,,,,,
18623,X,,59983,MESA PENINSULAR - DIM.1600(700)X1600(600)X740MM NA COR CARVALHO A//,000000,ALVORADA D'OESTE- UNISP,BOMBEIRO,,,,X,,,X,,,,,
23609,X,,58397,POLTRONA GIRATORIA C/ENC. CAB. ESPALDAR ALTO TELADA E APOIO LOMBA/ALBERFLEX/PRESIDENTE,000000,ALVORADA D'OESTE- UNISP,BOMBEIRO,,,,X,,,X,,,,,
26376,X,,61310,SOFA DE 02 LUGARES C/BRACO REVESTIMENTO EM TECIDO NA COR PRETO//,000000,ALVORADA D'OESTE- UNISP,BOMBEIRO,,,,X,,,X,,,,,
1318,X,,61368,AR CONDICIONADO SPLIT INVERTER 30.000 BTUS/FUJITSU/,E028075/ COND.T02  5,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
1860,X,,61001,"ARMARIO BAIXO, TAMPO SUPERIOR/FORTLINE/F78027E",000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
7497,X,,61830,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
7499,X,,61832,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
7500,X,,61833,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
7501,X,,61834,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
8313,X,,61656,CADEIRA GIRATORIA ESPALDAR MEDIO C/BRACO//,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
8318,X,,61661,CADEIRA GIRATORIA ESPALDAR MEDIO C/BRACO//,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
8321,X,,61664,CADEIRA GIRATORIA ESPALDAR MEDIO C/BRACO//,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
8322,X,,61665,CADEIRA GIRATORIA ESPALDAR MEDIO C/BRACO//,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
12267,X,,43416,CPU/ITAUTEC/INFOWAY ST-4272,4005949100243,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
12269,X,,43943,CPU/ITAUTEC/INFOWAY ST-4272,4006234000101,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
15755,X,,60798,GAVETEIRO VOLANTE/FORTLINE/F79013,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
15760,X,,60803,GAVETEIRO VOLANTE/FORTLINE/F79013,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
15762,X,,60805,GAVETEIRO VOLANTE/FORTLINE/F79013,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
15764,X,,60807,GAVETEIRO VOLANTE/FORTLINE/F79013,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
17781,X,,60740,MESA ANGULAR TAMPO CONFECCIONADO COM CHAPAS DE PARTICULAS DE MADE/FORTLINE/GENIUS,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
17782,X,,60741,MESA ANGULAR TAMPO CONFECCIONADO COM CHAPAS DE PARTICULAS DE MADE/FORTLINE/GENIUS,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
17783,X,,60742,MESA ANGULAR TAMPO CONFECCIONADO COM CHAPAS DE PARTICULAS DE MADE/FORTLINE/GENIUS,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
17784,X,,60743,MESA ANGULAR TAMPO CONFECCIONADO COM CHAPAS DE PARTICULAS DE MADE/FORTLINE/GENIUS,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
17785,X,,60744,MESA ANGULAR TAMPO CONFECCIONADO COM CHAPAS DE PARTICULAS DE MADE/FORTLINE/GENIUS,000000,ALVORADA D'OESTE- UNISP,CARTÓRIO,,,,X,,,X,,,,,
1189,X,,61625,AR CONDICIONADO SPLIT 12.000 BTUS INVERTER/ELGIN/SPLIT 12.000 BTUS,EV03472543/C03472,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
1499,X,,60951,ARMARIO ALTO TAMPO SUPERIOR/FORTLINE/F78067,000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
1864,X,,61005,"ARMARIO BAIXO, TAMPO SUPERIOR/FORTLINE/F78027E",000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
7502,X,,61835,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
7503,X,,61836,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
7504,X,,61837,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
7505,X,,61838,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
7506,X,,61839,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
8323,X,,61666,CADEIRA GIRATORIA ESPALDAR MEDIO C/BRACO//,000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
15768,X,,60811,GAVETEIRO VOLANTE/FORTLINE/F79013,000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
17780,X,,60739,MESA ANGULAR TAMPO CONFECCIONADO COM CHAPAS DE PARTICULAS DE MADE/FORTLINE/GENIUS,000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
17941,X,,60914,MESA DE REUNIAO TAMPO REDONDO//,000000,ALVORADA D'OESTE- UNISP,CHEFE DE CARTÓRIO,,,,X,,,X,,,,,
1185,X,,61371,AR CONDICIONADO 58.0000 BTUS - EVAP.03406964/COND.03409792/ELGIN/,E-03406964/C-03409,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
7491,X,,61824,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
7492,X,,61825,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
8316,X,,61659,CADEIRA GIRATORIA ESPALDAR MEDIO C/BRACO//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
8320,X,,61663,CADEIRA GIRATORIA ESPALDAR MEDIO C/BRACO//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
15754,X,,60797,GAVETEIRO VOLANTE/FORTLINE/F79013,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
15756,X,,60799,GAVETEIRO VOLANTE/FORTLINE/F79013,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
15758,X,,60801,GAVETEIRO VOLANTE/FORTLINE/F79013,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
17180,X,,61275,LONGARINA 03 LUGARES C/APOIO DO BRACO NA COR AZUL MARINHO//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
17181,X,,61276,LONGARINA 03 LUGARES C/APOIO DO BRACO NA COR AZUL MARINHO//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
17182,X,,61277,LONGARINA 03 LUGARES C/APOIO DO BRACO NA COR AZUL MARINHO//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
17183,X,,61278,LONGARINA 03 LUGARES C/APOIO DO BRACO NA COR AZUL MARINHO//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
17184,X,,61279,LONGARINA 03 LUGARES C/APOIO DO BRACO NA COR AZUL MARINHO//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
17185,X,,61280,LONGARINA 03 LUGARES C/APOIO DO BRACO NA COR AZUL MARINHO//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
18810,X,,61246,MESA RETANGULAR 1400X600//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
18811,X,,61247,MESA RETANGULAR 1400X600//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
18812,X,,61248,MESA RETANGULAR 1400X600//,000000,ALVORADA D'OESTE- UNISP,COMISSARIADO,,,,X,,,X,,,,,
4103,X,,12623,BANCO ESTOFADO C/ 03 LUGARES//,000000,ALVORADA D'OESTE- UNISP,CORREDOR,,,,X,,,X,,,,,
17376,X,,41227,LONGARINA/FLEXFORM/,000000,ALVORADA D'OESTE- UNISP,CORREDOR,,,,X,,,X,,,,,
2074,X,,57239,ARMARIO DE COZINHA BRANCO C/02 GAVETAS E 02 PORTAS/ITATIAIA/IG2-80,000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
2587,X,,60203,ARMARIO SUSPENSO - DIM. 800X334X440MM NA COR CARVALHO AVELA AMADE//,000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
5399,X,,61342,CADEIRA EM MADEIRA TAUARI  COR CARVALHO AVELA AMADEIRADO//,000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
5400,X,,61343,CADEIRA EM MADEIRA TAUARI  COR CARVALHO AVELA AMADEIRADO//,000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
5401,X,,61344,CADEIRA EM MADEIRA TAUARI  COR CARVALHO AVELA AMADEIRADO//,000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
5402,X,,61345,CADEIRA EM MADEIRA TAUARI  COR CARVALHO AVELA AMADEIRADO//,000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
5403,X,,61346,CADEIRA EM MADEIRA TAUARI  COR CARVALHO AVELA AMADEIRADO//,000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
5404,X,,61347,CADEIRA EM MADEIRA TAUARI  COR CARVALHO AVELA AMADEIRADO//,000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
5405,X,,61348,CADEIRA EM MADEIRA TAUARI  COR CARVALHO AVELA AMADEIRADO//,000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
5406,X,,61349,CADEIRA EM MADEIRA TAUARI  COR CARVALHO AVELA AMADEIRADO//,000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
14972,X,,57352,FOGÃO A GAS DE 4 BOCAS BRANCO/ESMALTEC/CARIBE,16061704485489, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
17931,X,,60510,"MESA DE REUNIAO REDONDA TAMPO EM MDP DE 25MM, REVEST. EM LAMINADO/ALBERFLEX/",000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
17932,X,,60511,"MESA DE REUNIAO REDONDA TAMPO EM MDP DE 25MM, REVEST. EM LAMINADO/ALBERFLEX/",000000, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
25737,X,,57214,REFRIGERADOR 1 PORTA FROST FREE 342L BRANCA/CONSUL/CRB39,JE6091286, ALVORADA D'OESTE- UNISP , COZINHA ,,,,X,,,X,,,,,
1244,X,,61615,AR CONDICIONADO SPLIT 9.000 BTUS INVERTER BRANCO CONTROLE REMOTO /SAMSUNG/SPLIT,02D6PXAGA05599,ALVORADA D'OESTE- UNISP,CPD,,,,X,,,X,,,,,
21709,X,,45264,"NOBREAK 1400VA,60HZ,BIVOLT AUTOMÁTICO,05 TOMADAS,50 MIN.AUTONOMIA/SMS/MENAGER III",000000,ALVORADA D'OESTE- UNISP,CPD,,,,X,,,X,,,,,
1193,X,,61636,AR CONDICIONADO SPLIT 12.000 BTUS INVERTER/ELGIN/SPLIT 12.000 BTUS,EV03472544/C03472,ALVORADA D'OESTE- UNISP,DELEGADO TITULAR,,,,X,,,X,,,,,
1500,X,,60952,ARMARIO ALTO TAMPO SUPERIOR/FORTLINE/F78067,000000,ALVORADA D'OESTE- UNISP,DELEGADO TITULAR,,,,X,,,X,,,,,
1783,X,,60209,ARMARIO BAIXO DIMENSOES 900X500X740MM NA COR CARVALHO AVELA AMADE/FORTLINE/,000000,ALVORADA D'OESTE- UNISP,DELEGADO TITULAR,,,,X,,,X,,,,,
7498,X,,61831,CADEIRA FIXA ESPALDAR MEDIO ADICAO DE BRACO REGULAVEL/FLEXFORM/PLUS MEDIA FIXA,000000,ALVORADA D'OESTE- UNISP,DELEGADO TITULAR,,,,X,,,X,,,,,
